epochs_part,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10
1,7.99581277302,-3.97238224659,-14.3881475177,8.36681555054,-0.598723987324,12.3805175811,20.4792375314,18.3960680227,8.8867537953,23.6097108497,
2,11.26603956,-5.44524411599,-13.458485336,7.24920178236,0.75617692205,12.7455930903,20.5118539244,22.2394859722,10.1017044214,24.8833737985,
3,8.31925360243,-7.6853291569,-13.514736433,3.07805724959,1.79785255219,11.1583654711,21.8691593065,20.6374210033,9.7476877766,25.8973852013,
4,6.08917924852,-11.1431501967,-15.2805292878,-0.580468676788,0.529729928591,8.73404938938,22.5370305398,19.4256402704,8.66412668742,24.5126848133,
5,5.54303500103,-13.4384381756,-17.3973546015,-4.0691322529,0.349045561833,8.57883221097,23.6923741732,20.1778372662,10.703236033,25.3400308368,
6,6.56885133706,-12.0788615137,-15.8565266245,-5.06741222392,1.22275946903,8.59611990867,23.6221510471,20.1489999021,12.7802708462,26.1511814317,
7,7.03850302553,-11.7121995715,-15.4130465223,-6.14899223389,1.49313884012,8.49194634522,22.9617232994,19.0774661221,13.1935233646,25.4635852871,
8,7.8863430719,-11.0643343738,-14.9668186365,-6.6494810271,1.87602233897,8.8932970168,22.8119208276,18.8369841715,13.8654900748,25.3307900451,
9,8.25743405916,-10.7562034687,-14.7476545154,-7.39077538282,1.9779842492,9.15722171529,22.3849778803,18.3752064373,14.1880873273,24.6279831078,
10,8.64086096153,-10.4168198143,-14.492054281,-7.91190679478,2.08072109815,9.35921320118,21.8201406207,17.8225281443,14.4269511759,24.0208304806,
11,9.0528177507,-9.84230436891,-13.8244388693,-8.40817918156,2.45838970421,9.76591249786,20.9461171228,17.342725021,15.0821011416,23.0387490629,
12,9.63263075824,-8.64265187155,-12.506722308,-8.49890902686,3.2619346999,10.5670352659,20.0281036325,16.9091266867,15.6142921372,21.6516768375,
13,9.41950379468,-8.15354376975,-11.9629214367,-8.74341259494,3.61722497842,10.9482029421,19.3320096173,16.7080581028,15.9651721833,20.6478921637,
14,10.0951329051,-6.51853485416,-10.1856404648,-8.55072897474,4.81371877076,11.712234983,17.8931849813,16.4736516447,16.9364696004,18.4631973772,
15,10.2206532384,-5.38076310719,-8.81227297214,-8.68068120603,5.71388067597,12.3078667295,16.1999749623,15.9109883147,17.2525743758,16.115049369,
16,10.5215049871,-4.47590692885,-8.01286752282,-8.31807755185,6.88805109888,13.0699408779,15.277569163,15.8773092483,17.9237947931,15.3918526319,
17,10.4004182307,-3.00320518886,-6.11573763154,-6.98201028605,9.38119601228,14.3881531778,13.7096486594,15.8343434977,19.2446823934,14.3303627678,
18,8.9671502392,-3.55271915437,-5.98473852215,-6.03641459446,10.5767328905,15.0579214619,13.9342052918,16.4256437419,20.3878619101,15.9079891793,
19,8.14825185633,-3.24937744695,-5.15190260814,-4.93156528282,12.3758315847,16.7458460522,14.7661254921,17.4499793782,21.5918589618,17.1557480496,
20,7.19533518562,-3.28421192859,-4.63899473942,-3.55072753724,14.084862508,18.4068681768,16.3092016482,18.7041456883,22.8128585234,19.0523362809,
21,6.59900530689,-3.05335718172,-3.93585227772,-2.08687223851,15.6759991584,19.9254851229,18.2136607958,20.0195013839,23.8798050941,20.7817510591,
22,5.7200244505,-3.27405981347,-3.56576431658,-1.28061919975,16.3416836809,21.1040202355,20.2192901141,21.3949504867,24.4735738626,22.2249926699,
23,4.73521753278,-3.9552534326,-3.74580435393,-1.0654377736,16.2066293109,21.2041564604,21.1702386073,21.8529381237,24.2524757199,22.4932258604,
24,3.65709835193,-4.69771502692,-3.79209142174,-0.467605919143,16.0750687811,20.8715573694,21.5795569606,21.9865481815,24.0255538205,22.7780109697,
25,3.20046842605,-5.65352805217,-4.70889776889,-1.26941364193,14.50243757,19.2745341139,20.6825693239,20.6297067001,22.0000732866,21.1101512278,
26,2.58173855503,-6.03348992867,-4.51195324723,-0.629468802295,14.3247117296,18.7982866329,20.7706455931,20.6764976421,21.6459549165,20.6817174905,
27,2.88222984829,-5.64930236892,-3.49601855841,0.745666318369,14.9861842735,19.5801201057,22.4248194938,22.2781277422,22.7412238809,21.888045764,
28,2.8898047288,-5.93258065365,-3.50013623725,1.24113318593,14.6103167826,18.9736150197,22.6260482952,22.420208286,22.587652137,22.1485337515,
29,2.39769642922,-6.26326391819,-3.37599252249,1.70774827235,14.1771661954,18.2611664328,22.4612986025,22.227322171,21.9952912212,21.7356244583,
30,2.04378542646,-6.63057752282,-3.3847045077,1.94322671178,13.6687234204,17.5618143789,22.2563309383,21.9575672868,21.4465827543,21.4850398961,
31,2.64864803725,-6.41348393091,-3.18098689241,2.29317474273,13.6791050705,17.709350833,22.8983348675,22.460629831,21.7827474864,22.4215904448,
32,2.13413014416,-6.81746170409,-3.36399846697,2.57023911765,13.4848423876,17.2435722673,22.6039952595,22.0774236266,21.3557332973,22.402407823,
33,2.89987230529,-6.23260388208,-3.03329019667,2.59722566385,13.4723239368,17.4242206635,22.8971073724,22.2423165503,21.1958617931,22.3357540429,
34,2.52346476481,-6.33538252911,-3.04824707102,2.72646796873,13.1221991644,16.8075475615,22.2204597055,21.4954042813,20.4054720743,21.6568990839,
35,2.63388657139,-6.58923749928,-3.31445684991,2.76624235999,13.1053327731,16.7407155171,22.2915081975,21.6405983009,20.6641714812,22.1891438709,
36,3.44301076547,-6.07668962769,-3.12487714819,2.73707661124,13.2525887622,17.1804953016,22.8038182273,22.0976649009,21.0541957168,22.8631314919,
37,3.42834540119,-6.10635923632,-3.23687978969,2.58132659486,13.0449889075,16.9573717772,22.5240645562,21.7884828518,20.5979997628,22.4079796899,
38,3.04527642045,-6.24397631599,-3.24912223297,2.67543691719,12.8931798406,16.529284192,21.9181555362,21.095794083,19.6560479505,21.2766644075,
39,3.18761161412,-6.19972701663,-3.33663864644,2.66772060063,12.9932760989,16.7617229804,22.2252572648,21.4389191618,20.1569308954,22.0933745063,
40,3.30855678195,-6.04325073078,-3.23314623944,2.70509543717,13.024014377,16.8530571013,22.2141088644,21.3600989694,20.0352146254,22.0520857356,
41,3.98791873396,-5.37895790659,-2.92038546281,2.62428486975,13.2145702017,17.3998354801,22.6358789041,21.6713512679,20.2745145066,22.4678418789,
42,4.08828840489,-5.4390757555,-2.96068392437,2.64223836357,13.1903559943,17.3299844004,22.5778163917,21.6550292061,20.2382939922,22.4195085597,
43,4.06486718132,-5.46302102467,-3.01662689488,2.56382524966,13.1042311092,17.2615505084,22.4908330276,21.5723937662,20.1238299119,22.351109576,
44,3.83842707881,-5.25352414121,-2.8434156655,2.58371936022,12.9253576213,16.9832322722,21.871918173,20.7068113634,19.1115078238,21.3396637257,
45,3.94943877683,-5.24366854119,-2.75655810661,2.70739047835,12.9806021491,16.9943533996,21.8634549619,20.7330946467,19.0447920238,21.1705380556,
46,4.56167212037,-4.82864271832,-2.68341441044,2.52769192503,13.1684644545,17.5852561264,22.4528362216,21.3239053373,19.8637638465,22.3764060127,
47,4.2240790891,-5.08498218456,-2.66903940463,2.69713955635,13.0599298889,17.2406968201,22.0585148848,20.8618588452,19.137791225,21.3769469747,
48,4.4255982094,-4.69099867968,-2.4181151004,2.70990761556,13.1441390777,17.5101297659,22.2036237091,20.9080744293,19.1381932884,21.4799050066,
