epochs_part,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10
1,-88.3661571108,-29.1223348435,-3.84619657079,27.092143542,-12.8226652082,16.917871587,51.0297084926,-1.43142264671,68.6640146173,44.512202661,
2,7.69711481473,-56.5589772337,-57.9667033515,-61.7693303779,-20.4247852868,11.8599872401,-14.0602404881,21.6632982776,-10.6545554179,8.18900911028,
3,25.541966353,-44.0299304899,-28.3783318892,-30.7515023215,6.75258419039,36.7236478526,-14.1534308167,31.6930843642,4.8239472811,16.3509486701,
4,32.0481560811,-40.502264073,-16.0705342511,-10.8114331893,23.8947603438,40.2096635122,-7.40067952218,36.3242520884,1.46239902367,15.7037478073,
5,43.3126257751,-61.2680824337,60.8637380614,21.482765009,49.2521514063,49.1058552769,22.829878371,49.3480379581,47.7156222598,27.1542067845,
6,5.88371509263,-47.7468372812,53.3023922666,9.59491186102,38.1832946544,32.3914461404,34.9821613208,37.0150366162,39.7289755576,43.1962064194,
7,-29.2016808955,-30.1293084986,23.7454048348,-2.62790324908,23.8038911312,7.8636132397,25.8478197177,14.2247812452,31.7482379347,34.1325201007,
8,-46.5084346137,-10.07905075,14.8410409311,-0.00444037645137,-1.885336116,-8.37150912209,23.839438462,3.74872865105,45.8747999876,0.283874482363,
9,-53.4664430107,0.383707248005,21.9448745337,7.67079866448,-15.2279279772,-14.8230545148,17.1878787068,23.8377518803,58.263311472,-4.5460764115,
10,-40.5118417878,-2.14232845112,31.3700801166,9.25369316396,0.416636401609,-5.19323810967,33.3370910495,49.6946472105,50.667492796,8.57589101957,
11,-36.3314769419,-6.52054328708,29.8238135533,8.27445812229,-1.20977890039,3.69504755766,36.2934021261,54.5619628499,41.5098908451,5.77291274513,
12,-22.0214774084,-15.3285852979,25.2172034884,8.02803226461,-4.14737796103,9.63203769678,40.045112035,53.5779348314,36.28318036,4.61658404772,
13,-17.7197657928,-13.8653383374,14.958592035,3.7672591166,-10.4332354943,5.50914454603,35.5091064119,51.1323965007,30.8106344801,5.66062594814,
14,-7.39511840372,-7.99673972114,8.33920700308,6.22164764621,-9.53944311428,4.80285428194,38.9538762334,50.4008041371,34.2549359433,5.77572552118,
15,-3.91684196482,-8.92870286788,-1.5762934167,3.35961598076,-8.44630053004,-1.09446271028,35.3463488184,45.9992506563,35.9684229014,7.14215715024,
16,-3.47154950963,-12.8900943605,-9.98041945455,3.44785961388,-4.39217013706,-8.12055753387,35.0301848082,39.3071020996,32.6145655562,8.56697859982,
17,-7.44310821559,-21.8861215722,-20.6622857361,-2.13178341395,0.715030091432,-18.6504311913,22.9932113293,30.0392301075,25.9083660468,15.2806457043,
18,-7.69443763859,-36.7000498578,-36.0174426037,-26.8791824513,-8.0134876257,-26.8735809138,-3.06959116284,9.46862457967,20.2792362599,21.5997609224,
19,-19.0133908859,-33.2473150025,-41.3835250924,-43.9239997176,-17.5382891263,-28.827901863,-16.2021259503,0.394746550895,16.1154543775,28.1120604531,
20,-29.5666767655,-28.7023952802,-39.5211672879,-49.8764752769,-29.832486771,-25.9497971818,-25.334274398,-10.5472426089,19.9653930574,26.469787995,
21,-30.8066947252,-27.5985050486,-44.369043627,-52.1818039624,-40.5531366249,-26.4011082397,-28.7693757574,-18.4815801285,17.5007606368,17.6434896521,
22,-29.6464157988,-24.4742408196,-39.7316258091,-44.5126909456,-45.7745440397,-21.0592382437,-19.3377651224,-19.3810723519,16.9612584298,9.21764938817,
23,-28.1928710325,-23.8198599314,-26.1043794681,-39.2690543484,-46.5818785315,-16.614022821,-10.9082600218,-21.1933778802,19.6592900637,5.39472498231,
24,-22.2093278245,-12.5957917431,-17.4175795071,-31.0403420921,-26.7102460755,-3.76024245518,-3.17106299521,-8.62057400719,14.5124338331,6.08909053393,
25,-14.2363713554,-24.036164443,-13.7181848799,-35.3616922859,-26.5448975943,-2.68938922492,-7.98407786501,-3.59133511229,27.7887911491,9.03931499496,
26,-10.7348986312,-18.8468075051,-11.6585840709,-32.3084474042,-17.5885606364,1.44475335046,-9.20025705035,0.979368118292,27.4413164664,7.92895759567,
27,-1.81241154221,-19.0118758877,-2.02548567787,-28.3859968119,-6.35328462857,1.21389482385,-10.4185291413,5.71381349837,22.4240940462,9.96818202527,
28,-0.568257433914,-21.4903763003,-2.49035503662,-24.7342668114,2.23675553295,1.49600256075,-12.2392846326,4.91681259061,15.2119360661,6.92586127,
29,1.04251902904,-24.2502973587,-7.55056527998,-24.1925074411,3.26136567163,-3.41750193619,-17.6401639832,1.22818986734,9.90583631364,5.62683940504,
30,-2.69675138795,-25.2794539198,-12.8797013354,-22.8074230591,7.19711668482,-5.4276163341,-18.3515155402,0.486566122352,7.7060818383,7.04602604073,
31,-5.55712493665,-22.2219469101,-11.3480177314,-21.7663514406,8.83316541822,-9.07614558458,-17.8132061576,-0.835657783179,3.53878746764,10.8294692844,
32,-3.93183821796,-19.1094088667,-9.42476536289,-20.5187190161,10.1646023111,-9.04111241322,-19.1250892444,-4.67278366351,0.550577469292,9.77126022744,
33,-2.81018074214,-16.4835035447,-9.35002174219,-19.2263291578,7.08453706076,-9.03748896757,-21.1506140111,-7.85705569512,0.732492149067,4.10851932336,
34,-9.6702967749,-13.32551671,-12.1809036008,-19.8811897311,-1.93181147056,-10.7008867676,-25.9052247223,-12.0295522272,-2.78731649971,-1.836031406,
35,-8.81891162205,-8.92700766704,-6.69326671971,-16.1130428972,-1.60199997076,-3.70654177154,-23.4664554183,-7.83754128327,1.91271811139,-6.16249249274,
36,-5.87344062999,-2.7183242289,-6.37036355717,-18.0248122657,-3.30907452802,-2.7457306768,-24.1924922408,-8.72809135954,-0.859624917342,-10.8915402421,
37,-9.38309851319,-2.28909295528,-4.64479246975,-14.9372745045,-5.09428687149,-3.0532377458,-24.3647601064,-10.3429676312,2.50881433688,-13.1867417543,
38,-11.2935104398,-2.56201683964,-4.29624690965,-10.2114020284,-2.21217672139,-3.29978550043,-25.1281411582,-10.5479772598,3.23102351847,-12.7776320506,
39,-7.93638564683,4.59552569545,-2.45326105117,-5.31340141666,0.590073493761,-1.66793790201,-21.797677706,-7.14003249067,7.0943115258,-13.2073997415,
40,-7.17678194866,10.5488817829,-0.63786232475,-9.37659179368,-0.37411416721,2.36521860848,-16.716628047,-3.34219803439,9.71056063432,-10.338383733,
41,-1.74220004532,12.1023170159,-0.412767099418,-7.89958938485,0.493348616225,-0.796135382242,-21.9969768183,-6.32526503888,4.4925990396,-10.3400877137,
42,-5.49388935865,11.1083743645,-6.98947041402,-16.850868625,-2.78783360315,-3.83203039605,-23.4235133988,-9.51054799498,1.81743034609,-13.6784311754,
43,-7.21977619084,14.3949984564,-3.78710066714,-14.4758822101,2.44550575755,2.96563761726,-16.9992291031,-4.61196785399,8.99530815131,-6.68491161753,
44,-4.89184484071,14.9695455902,4.57450045669,-7.22061063963,8.08668061613,5.06294251479,-9.60043926439,0.933318960057,9.07413726197,-1.76006957369,
45,-3.89452525841,15.2540309588,4.92074876908,-9.43676964864,10.8803052434,8.09577615409,-5.67381211641,2.27113047205,12.0528265476,3.95202211403,
46,-1.38747541376,16.1664471268,-2.1636002617,-12.4271241829,3.48557599368,4.92919829327,-13.4644398684,-8.54067804226,2.01367135084,-11.0196844696,
47,-1.27949522722,12.6407090315,6.15937841971,-4.26965131647,8.7030347951,7.7394350679,-6.90762495087,-1.65931675068,7.57018754523,-3.09812141972,
48,-1.64374658462,14.9555937384,9.31739778022,2.47628778229,12.9157033404,9.86322603955,-2.8049857689,0.226217697541,8.8833404913,0.259621743766,
49,-5.11071785455,13.3894262712,-2.6737816873,-10.4475402081,6.01282026815,8.81658559687,-4.81539043153,-6.550829953,-1.54279485866,-13.070002411,
50,-3.79243095144,16.7808609257,7.19683439135,-3.85309303121,10.5422939913,7.94881159914,-1.03113714504,-3.29739784495,4.98807996953,-2.04876324466,
51,-4.90779861437,11.6487928019,3.82333414277,-0.88026946917,6.9054103677,5.71516714033,-1.83101263605,-2.07205905111,2.68464658178,-4.45041930748,
52,-3.98691916896,11.7554370291,-0.768485731278,-5.67278145908,5.06193259516,3.28632117241,-4.68600243562,-3.01788101604,6.92224111179,-4.09880125924,
53,-8.10029964042,9.75870457716,4.30486693227,-2.59219503919,10.0466603399,10.5024857645,4.3407992136,-1.59239811882,4.82238739055,0.36029238595,
54,-7.92649978541,9.42346820602,5.81880036295,2.18362798185,10.0391938398,10.5424096404,5.81587909677,1.35588208921,7.85771242923,1.11107937755,
55,-11.5552445644,11.1710631152,3.77287907773,0.266242450208,7.74086475816,9.52197508039,6.62538652184,4.02450177223,10.7515635115,3.11458766412,
56,-7.62170509429,9.48452949572,1.27266484339,-4.07237805178,-1.82127728496,1.93256025792,0.411238233143,-8.1607828781,-2.03707884417,-3.93675725841,
57,-5.2726716583,11.5998598672,8.00672745369,6.10531635438,3.83607567071,8.6176546722,8.53010101387,-0.597751073827,8.66935284161,9.26502188948,
58,-8.4757405363,16.9634185894,3.46627997195,1.77601748437,4.15976165443,5.64478367343,3.9249270331,-2.20725719489,2.12888743403,0.0846532119504,
59,-9.75871294145,8.0309887693,4.20474360311,-0.339237808392,5.51840671585,2.65491951351,-1.11369358483,-4.19540906075,3.23275968577,2.96891727328,
60,-15.2406569936,7.6130965064,3.24602851428,6.48208550183,8.37885262971,9.96099391961,7.36134724375,1.32319052485,6.79031710284,2.37663272583,
61,-7.30547502348,6.52581900246,3.41300000531,2.11500418026,-0.181907823605,0.483370201481,-2.2548961253,-8.80056636941,-3.52346960184,-3.55903413522,
62,-9.71045628571,10.0262185444,0.589125566772,1.45718603103,5.61619099259,3.06367394621,-2.28244676308,0.741684976573,8.70974245295,3.67965358505,
63,-5.85577612662,20.7525299314,8.15343388559,6.11129077494,12.4529829925,14.327393886,7.5005704705,5.39400248613,9.97196127127,10.1406501163,
64,-9.19333782072,9.88840524223,1.88346644096,-3.44509349767,0.722308730807,1.85218235607,-1.16179909568,-4.10745401857,4.90332741736,5.14241138612,
65,-1.98306017003,7.65977598548,5.59436585798,-1.06265002705,1.48411533065,1.74348635325,-0.886576567531,-6.12544226029,-0.153695681108,2.71941558417,
66,-5.22947567422,12.7962838314,5.28832252277,6.96367218449,9.68835317347,9.96698854379,3.74445462539,2.02172510967,5.20978053942,6.86367492515,
67,-5.98327037232,11.1763848659,5.4256483136,11.8574862116,12.7034671576,10.6632041722,0.200164615187,4.11446557763,6.38008811575,3.42303713333,
68,-4.47499726982,7.51434802684,3.92771560046,7.2425665424,8.97291776936,10.7548240119,4.45868491239,4.09090513393,4.76845448884,4.95288866278,
69,-5.47216882009,9.22345316472,4.80282186466,5.34667846439,6.41570399046,8.10437033741,0.795050663177,-3.05734586268,-0.481736560206,2.73327872786,
70,-5.66865629404,3.90247026966,4.19554889681,-1.22152205171,0.0294220844449,4.2042624489,-1.57765196289,-8.89842301397,-6.16802278251,-1.7202307544,
71,-7.21591645554,7.56489600627,3.98732786707,2.95673767234,4.2392623176,4.29395950711,-1.66560352278,2.00377631911,2.80155414295,-2.73819584763,
72,-10.4171603205,4.27358647733,2.13893545145,-2.99293215705,-1.74487729554,1.70382475512,-5.93892869344,-8.73434745354,-0.739206637342,4.08034620276,
73,-0.0723533671738,16.0331204729,9.29147433165,10.6345856752,11.787667638,13.9365819517,7.66163481993,-0.896838618849,-1.16225197385,2.6151500511,
74,-2.55376522647,11.3989280324,7.55670624117,6.13334464732,10.3716905826,16.5418501561,7.83729010738,3.74488513419,8.53419437184,11.311140117,
75,0.350667385249,14.2927530562,9.49227101434,9.50540571611,13.4897859175,16.42802618,8.71479847504,5.05367988311,4.57777367273,6.46020844612,
76,-0.25820244638,8.59804249283,3.93747584453,3.25794304244,7.64118854232,9.26400733084,1.57618384285,-1.08100724477,-0.731963144365,-0.0207750689453,
