epochs_part,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10
1,-50.0089857442,-4.32785428179,14.5049691921,77.2399071502,21.586623643,-34.5233001218,-30.3557363845,-47.3928136506,-0.203775252289,-4.0529321303,
2,-44.0592941993,-2.25531229173,40.5335772065,13.4129659531,-28.3784936245,-14.006186008,-4.53862668466,-42.1810201088,-43.3133484046,-49.2495449452,
3,-33.9736299579,-4.36822568468,45.3579044837,12.7188033506,-19.0011704931,6.8331446966,-0.502949317228,-22.2240501726,-31.4003130406,-44.1683595874,
4,-40.7553589613,-11.1870384873,46.2777432697,17.9023803377,-5.80781469517,28.4617048202,9.24903951238,-21.9156466586,-29.5113967974,-44.8011493765,
5,-48.2235794074,-15.6824813648,43.8064408071,34.4020422118,0.0227106715899,43.7641290258,5.63705099641,-18.7347030266,-28.4888058426,-47.3599530303,
6,-48.7662967589,-17.4201172205,39.9208464501,45.1838267642,-2.85168969013,43.8424449311,-5.02485295218,-11.2920591127,-28.8753157823,-46.0638628489,
7,-51.1950977477,-10.4472431912,30.7649028685,50.0744578659,-3.6315699396,40.459053677,-11.8161095769,0.317971490617,-25.7842190155,-36.532593595,
8,-49.5193640411,5.33035649228,33.0450896518,45.4329331918,3.51195519545,38.8339108028,-10.5846020871,10.8861032857,-20.4966746383,-22.8101469921,
9,-42.4683755374,15.5897599522,35.952243418,41.400276164,12.3132067512,39.1326403135,-4.66520643786,14.2203169438,-11.1032620722,-18.6414726673,
10,-28.9234855508,14.9309001748,36.1686028737,42.4052067394,14.5580013135,33.337087557,1.54492252518,16.8174609681,-1.02896817936,-14.3983920476,
11,-15.1567556924,8.84045031577,32.9426507206,40.701319769,13.7692186163,28.2576755388,10.9041479658,13.6914822537,-4.09681814501,-14.1700555826,
12,-23.1685534712,5.97337125277,29.5403347082,37.5628669668,9.20244238805,29.0698729502,15.9175446896,7.961118477,-6.94455095582,-15.1672861475,
13,-33.7034701947,6.35305845258,25.5215662714,35.0991897785,7.6933873918,23.2900537628,19.311719363,4.22874055559,2.04981541269,-11.3433033925,
14,-35.0538311009,13.2119929051,21.5719917762,29.1104284201,12.0875353132,14.5027456742,18.6317976359,1.7965083939,7.65853191621,-1.26675537341,
15,-29.6626943736,11.7518071585,18.289393721,24.1173852474,14.8098040598,11.1725000129,21.879330891,2.83281934315,4.94314631983,6.38087383986,
16,-27.4536066435,10.3934646028,17.1779626149,23.2560104335,13.5525765962,9.09115583551,22.9514962829,4.98742034283,7.53358643194,11.2757077996,
17,-20.5379547708,11.2321231781,16.4518451205,19.5064536911,12.9756972828,8.0780178293,21.9735725603,7.75173052902,9.52779878416,17.8698203246,
18,-11.937934685,12.7723632117,19.4511972755,14.4686593955,11.9368960953,10.4967952994,21.8652023512,10.2733800088,11.2595223649,19.1056703344,
19,-7.59616254602,12.5725120168,23.4885089389,11.8311240474,6.70927323548,13.9778528034,18.8057131207,13.5493459955,13.7708710051,15.3081159364,
20,-1.99528774948,11.8621689591,18.8914253744,12.3578509333,2.74485352952,15.9018972684,12.6778397889,17.2071243513,9.24919006861,11.2424423869,
21,0.482607900596,9.74947552278,13.2266381983,11.506050705,5.34701443076,19.3861858157,9.79810845484,15.9092422243,8.43600444161,7.82409455607,
22,0.192369336876,5.77111466852,6.76742815667,8.9632093351,6.7427395666,22.3739651018,3.76277191394,12.3368079238,10.693025092,4.68861452502,
23,-3.18700347911,0.349987874617,2.67907957141,11.7266653029,0.0915978662464,19.9520204058,-2.23276509007,9.59677437559,10.8627909345,-1.75084454986,
24,-4.07540205732,1.17406267493,3.00002348942,13.4648268178,0.111438512653,18.1559807516,1.21671279456,7.47357594028,8.94452785388,-1.52081946036,
25,-8.68212118273,0.828720567469,2.2360891961,13.1251386085,2.54717228854,15.7301390955,5.18905689727,4.76312824172,0.97111542365,-1.67460543934,
26,-11.3279772208,0.677551772929,1.41592222506,14.9345788971,3.5746783582,16.3976528917,6.3686154001,3.13293508034,-3.79759599577,-3.46766955336,
27,-1.69088755467,4.80101460062,12.317495646,18.5110052759,12.4289313851,19.8085499492,9.53897774647,7.02547255465,-0.615903622384,5.61456420479,
28,3.47025422684,8.87838591257,10.937636503,15.5044178323,14.6521884457,11.4990741848,5.78445218508,5.59142188341,8.7934174006,9.13136633892,
29,2.71196768575,9.65922560057,7.93817467429,13.9783813686,11.4332230616,8.2681325073,5.18636219189,3.83593569917,9.44297840496,5.92460252528,
30,2.02892946184,9.7748746395,1.15053995093,10.1664540512,6.08628348133,3.46023680336,-0.513298880915,0.869284491618,8.11216153481,1.75090521421,
31,0.410182516904,8.80784328585,-0.993559441933,6.79200111796,1.22307393408,1.50718640718,-4.18873491609,-0.95218993379,4.55161084296,-2.29475320919,
32,2.13407282973,0.255892423976,-8.756725757,4.14096356019,-1.59779588827,-9.21689345292,-9.56758543252,-12.7409039302,-3.90050423306,-6.3359879421,
33,0.611010502697,-1.23880908373,-4.88798657034,7.99794236661,3.16744297518,-1.91088370578,0.505899596813,-6.02281328194,-1.08040555994,-3.33644549127,
34,-0.353451893509,-0.216045650119,-0.0856547032357,12.5399556564,5.33604410313,0.693770299255,4.34198563618,-3.16811725756,-0.141555206951,-2.42069436091,
35,-8.3108809506,-13.6260961031,-20.1258428555,-9.76826572755,-15.3908404658,-22.4089880425,-19.6687999446,-23.0327130332,-18.1722835981,-14.4801120988,
36,-3.96058751058,-3.63466290962,-5.62944936225,5.31957779956,1.17905359077,-9.10129377066,-6.39303744384,-11.9549555685,-7.17784009496,-5.21831281148,
37,-0.0784629144033,-3.47557733195,-3.85641906849,-0.840135059557,-1.94005373167,-6.65277919564,-4.77888595658,-8.50298239978,-8.74070708148,-3.4563127855,
38,2.49578187324,-3.39771036576,-0.491229691116,-2.63332814625,-2.72428894462,-6.13935721457,-3.4045047184,-6.38501136508,-6.86242116848,-2.11492816426,
39,4.52494850638,-2.2802301888,0.181675686769,-4.65032993289,-0.862452825886,-6.56518019925,-6.37387547486,-9.65770907306,-7.65448628976,1.91904842335,
40,5.61700688782,0.248944404721,4.42971824113,2.03318930408,7.32191112108,4.01412874821,3.84037679401,1.67673976934,-2.82230438071,9.29820982061,
41,6.38349732452,3.56703835626,9.34580867133,9.3442023771,11.1765048395,6.65996680007,5.73123474469,3.92149335595,-0.149242829094,12.7293058826,
42,6.60102144337,3.93614066031,8.6435922803,8.12855254924,7.64952528423,1.58783726026,1.22422093642,-0.159521765718,-2.46484387415,8.61663772134,
43,-1.05993360981,0.11813584241,1.28899377973,11.5782889314,11.0954325087,-3.56361798507,-4.7668161803,-8.11885088908,-2.60355927016,11.9304705303,
44,3.96616192411,-1.46090451829,-1.52197227041,5.69896321995,8.00154911555,-3.66700743874,-6.07455135586,-7.54846830077,-2.55246108489,10.405098635,
45,-2.96497539392,-2.69762397879,-6.81150953037,4.12823723393,5.92692994181,-9.65955960868,-11.4512320988,-13.3938924356,-4.55125768342,9.50464899236,
46,-6.74696723978,-4.78315527985,-8.39622119201,2.85266654058,4.84816075828,-10.0394094568,-11.8879608701,-16.0728721718,-9.91487296925,3.13827929918,
47,-4.08689806484,-0.333320354467,-7.62870840781,0.976169835742,6.53130259376,-6.68615502408,-9.25626042791,-13.4645916786,-4.04625598991,2.82264655849,
48,-3.69481020434,-2.91740138159,-4.86715057554,-0.572819886569,2.15813630784,-2.05588736937,-4.79111209247,-5.97807502483,-7.40736935534,0.0651594570393,
49,2.13211022894,3.15962526729,-3.12104902115,4.36875418001,7.46192138981,-4.59415839713,-7.19593313994,-10.3348788299,-3.37580747692,2.59372943089,
50,-3.02393656649,-3.15277177142,-4.91678441435,0.762613084638,4.6616773966,-1.62462507981,-4.45039282054,-8.48013621677,-5.3633402389,1.8580662456,
51,-6.40102069738,-7.09932847335,-11.1118809513,-7.50554967039,-5.67171236945,-10.9478068035,-13.4397942069,-15.2441312646,-8.95452325905,-2.28296141274,
52,-2.90909759737,-1.83358408166,-5.19870123518,-1.7275443652,0.478197729201,-4.96050236481,-8.99646715751,-10.4721537592,-5.50484850214,0.293952011096,
53,-0.845921449614,2.66974738872,-1.52756979422,1.44118696395,3.08529220874,-2.16744355096,-4.64512830964,-6.05363414651,-1.31205552922,1.95679242144,
54,-5.00176680565,-1.04088931603,-6.51421403205,-6.29705973683,-5.352908351,-8.72506246865,-11.6265793372,-12.3588719508,-9.52037469113,-6.39183056336,
55,0.736333040188,5.07141386741,1.57041708323,4.87444201756,9.14422875936,7.01685424186,3.16382976821,0.323195898835,0.0181007289362,-0.00513248218514,
56,4.94952822374,5.97358840909,1.1840213548,5.66299262101,8.19590026485,1.24643362613,-1.86344653641,-1.78932320851,5.67367155243,6.71421684318,
57,-1.01598508701,2.56440099572,-1.15112630365,2.5451465623,5.02966024146,0.0118421807571,-4.22256017114,-3.58335915361,-1.3249642662,-1.00469656848,
58,1.81721535085,3.31237627877,-1.01639110479,-0.0535494995621,-0.641169780181,-5.9805642698,-7.46174784965,-6.16406619585,-3.42945930871,-2.16150197019,
59,-1.39700084856,2.74036218218,1.49183210303,3.52757432233,4.97588297337,2.21859506022,1.18518331178,3.71986607308,4.41969627259,5.60151541343,
60,-2.13110351463,-0.34731771957,-3.92363697723,-1.85193986001,-0.3435097181,-6.06983783099,-8.39224053386,-7.74699262357,-7.43695729663,-8.47771663782,
61,1.28231219603,4.12389295659,0.55769709235,4.07121247405,6.93894598131,4.63435422567,3.62536037818,2.97352779068,-1.00011232484,-4.47386099952,
62,-1.33676994904,1.03735078722,-1.084875877,1.41087215912,3.06217680536,0.925306785505,-1.70631921975,-2.20085078804,-6.22339627495,-8.0167288825,
63,-0.279847979751,1.25569208082,-1.33836577804,-0.501963452938,-0.490219381547,-5.53466879438,-8.78162294286,-7.3249373265,-7.43422985195,-6.30642941799,
64,1.80723323865,5.86839191222,3.5956068584,5.18898269756,4.60289737406,0.878160294533,0.436685419471,2.16732208507,2.79161284671,2.90716723561,
65,-3.25667973144,0.610032458612,-2.70211492252,0.454663523047,3.78205321384,0.885536206167,-0.775780701592,-0.240102309796,-3.77998211468,-7.20447909629,
66,-5.37295344602,-2.44508869242,-4.13285239304,-1.59303252956,-0.924501969016,-4.02962780493,-6.4386449183,-6.27024884995,-9.03334374285,-10.2721408978,
67,-1.85882300848,0.783053058351,-2.05384287576,-0.305871171992,-1.28142847604,-3.85700949358,-4.12532163728,-4.53780418549,-7.75450223579,-9.79743611334,
68,-5.00932327229,-3.80268784102,-6.87385972952,-5.39801727511,-5.86903285728,-9.90079700413,-12.354055438,-12.2799041352,-13.363964327,-13.8873019469,
69,1.53379080733,8.1217248306,4.71859021723,5.49311761728,6.19659241943,4.65127410077,4.46430680631,3.80382310591,-0.0406912426682,-1.56688584558,
70,0.146279483928,4.35906778995,1.89214995165,3.91182675732,5.60865062134,6.17018624989,6.32715864112,5.53980852866,0.499804242907,-2.05021305917,
71,5.79695413202,7.62054243701,6.08694984166,8.28284176131,8.40016476214,5.02614536685,3.41137634643,4.49723435234,3.04743894854,1.76295121053,
72,-2.3150385581,0.173274193805,-3.28517367116,-3.47732421283,-4.1952684953,-5.64752748465,-5.76012954145,-6.04912447808,-9.69586837681,-11.7887258436,
73,2.53558004715,5.60937405234,2.58233227407,4.01425268987,3.36525945598,1.76683429745,1.62340911114,0.614249723144,-2.5274930801,-4.25076052007,
74,5.31182992434,9.49815355011,6.38186023961,9.21076701749,9.41262817064,6.41625031461,4.21574635085,3.39912099825,1.81200620628,-0.534074971418,
75,5.74810870169,11.7161341643,9.85955295571,12.5505780681,11.9552083631,8.83660256472,7.6440541765,7.30352992136,4.51691719024,2.61419066763,
