epochs_part,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10
54,0.323332260072,-6.27133887538,-8.51726647108,-10.5020395558,-10.4370388227,-13.7835624289,-14.0987267659,-13.7005066317,-12.7384314518,-10.1734245213,
55,0.273457233039,-6.36452395423,-8.5470870315,-10.715134932,-10.7227281375,-13.9100877794,-14.0346917078,-13.6806899775,-12.8662040377,-10.3756650783,
56,0.450807103785,-6.49336973475,-8.86043413833,-10.9247636519,-10.8910710383,-14.0190243809,-14.097683955,-13.7829611034,-12.9867397451,-10.4690346284,
57,0.508756686272,-6.46685465588,-8.83143488545,-10.8055440944,-10.7606039932,-13.9143047023,-14.0555806455,-13.7492769215,-12.9200408073,-10.3806574602,
58,0.46124846892,-6.37453577307,-8.63212977973,-10.6481710879,-10.5752304796,-13.6992358892,-13.8504597792,-13.4898454091,-12.681504517,-10.187704453,
59,0.529632542948,-6.63654074491,-9.03959052252,-11.0823516226,-11.0435512864,-14.0649749898,-14.0717127817,-13.7881290409,-13.0659908292,-10.6078617614,
60,0.769078490981,-6.32699683648,-8.74446857165,-10.7268003717,-10.5097424395,-13.4964165123,-13.6869179508,-13.2644343691,-12.3690016904,-9.89360985754,
61,0.804101228393,-6.48972114119,-8.97595053977,-11.1859078258,-10.7503303872,-13.6074273564,-13.5284982557,-13.1711419525,-12.5165602176,-10.1158864529,
62,1.78530349929,-6.4526734936,-9.45027262929,-11.4615329116,-10.1492035348,-13.1124828462,-13.3293475879,-12.9693569991,-12.3545973005,-9.87327472796,
63,1.79174035296,-6.88167698098,-10.2492683038,-12.4015163488,-10.9315048032,-13.6781851832,-13.5996194768,-13.1736383827,-12.6197354672,-10.1559136683,
64,1.85701542173,-7.00402698256,-10.6068051671,-12.4419252815,-10.8150993818,-13.7254803989,-14.0469674449,-13.6176067452,-12.4650319875,-9.73511927206,
