h1,h2,h3,h4,h5,h6,h7,h8,h9,h10
12.847,11.424,11.759,10.914,7.035,10,11.558,10.72,8.368,8.669
11.424,11.759,10.914,7.035,10,11.558,10.72,8.368,8.669,7.639
11.759,10.914,7.035,10,11.558,10.72,8.368,8.669,7.639,7.741
10.914,7.035,10,11.558,10.72,8.368,8.669,7.639,7.741,8.808
7.035,10,11.558,10.72,8.368,8.669,7.639,7.741,8.808,9.516
10,11.558,10.72,8.368,8.669,7.639,7.741,8.808,9.516,8.259
11.558,10.72,8.368,8.669,7.639,7.741,8.808,9.516,8.259,7.002
10.72,8.368,8.669,7.639,7.741,8.808,9.516,8.259,7.002,6.62
8.368,8.669,7.639,7.741,8.808,9.516,8.259,7.002,6.62,8.426
8.669,7.639,7.741,8.808,9.516,8.259,7.002,6.62,8.426,7.093
7.639,7.741,8.808,9.516,8.259,7.002,6.62,8.426,7.093,10.926
7.741,8.808,9.516,8.259,7.002,6.62,8.426,7.093,10.926,7.234
8.808,9.516,8.259,7.002,6.62,8.426,7.093,10.926,7.234,10.417
9.516,8.259,7.002,6.62,8.426,7.093,10.926,7.234,10.417,10.475
8.259,7.002,6.62,8.426,7.093,10.926,7.234,10.417,10.475,10.289
7.002,6.62,8.426,7.093,10.926,7.234,10.417,10.475,10.289,7.905
6.62,8.426,7.093,10.926,7.234,10.417,10.475,10.289,7.905,8.692
8.426,7.093,10.926,7.234,10.417,10.475,10.289,7.905,8.692,7.778
7.093,10.926,7.234,10.417,10.475,10.289,7.905,8.692,7.778,9.873
10.926,7.234,10.417,10.475,10.289,7.905,8.692,7.778,9.873,7.917
7.234,10.417,10.475,10.289,7.905,8.692,7.778,9.873,7.917,11.667
10.417,10.475,10.289,7.905,8.692,7.778,9.873,7.917,11.667,12.083
10.475,10.289,7.905,8.692,7.778,9.873,7.917,11.667,12.083,12.201
10.289,7.905,8.692,7.778,9.873,7.917,11.667,12.083,12.201,11.951
7.905,8.692,7.778,9.873,7.917,11.667,12.083,12.201,11.951,11.725
8.692,7.778,9.873,7.917,11.667,12.083,12.201,11.951,11.725,11.25
7.778,9.873,7.917,11.667,12.083,12.201,11.951,11.725,11.25,10.289
9.873,7.917,11.667,12.083,12.201,11.951,11.725,11.25,10.289,7.917
7.917,11.667,12.083,12.201,11.951,11.725,11.25,10.289,7.917,7.732
11.667,12.083,12.201,11.951,11.725,11.25,10.289,7.917,7.732,9.109
12.083,12.201,11.951,11.725,11.25,10.289,7.917,7.732,9.109,8.692
12.201,11.951,11.725,11.25,10.289,7.917,7.732,9.109,8.692,10
11.951,11.725,11.25,10.289,7.917,7.732,9.109,8.692,10,12.975
11.725,11.25,10.289,7.917,7.732,9.109,8.692,10,12.975,10.289
11.25,10.289,7.917,7.732,9.109,8.692,10,12.975,10.289,10.486
10.289,7.917,7.732,9.109,8.692,10,12.975,10.289,10.486,10.289
7.917,7.732,9.109,8.692,10,12.975,10.289,10.486,10.289,9.109
7.732,9.109,8.692,10,12.975,10.289,10.486,10.289,9.109,9.317
9.109,8.692,10,12.975,10.289,10.486,10.289,9.109,9.317,10.752
8.692,10,12.975,10.289,10.486,10.289,9.109,9.317,10.752,12.975
10,12.975,10.289,10.486,10.289,9.109,9.317,10.752,12.975,12.847
12.975,10.289,10.486,10.289,9.109,9.317,10.752,12.975,12.847,12.199
10.289,10.486,10.289,9.109,9.317,10.752,12.975,12.847,12.199,15.069
10.486,10.289,9.109,9.317,10.752,12.975,12.847,12.199,15.069,10.833
10.289,9.109,9.317,10.752,12.975,12.847,12.199,15.069,10.833,9.526
9.109,9.317,10.752,12.975,12.847,12.199,15.069,10.833,9.526,9.155
9.317,10.752,12.975,12.847,12.199,15.069,10.833,9.526,9.155,9.497
10.752,12.975,12.847,12.199,15.069,10.833,9.526,9.155,9.497,9.497
12.975,12.847,12.199,15.069,10.833,9.526,9.155,9.497,9.497,6.563
12.847,12.199,15.069,10.833,9.526,9.155,9.497,9.497,6.563,6.574
12.199,15.069,10.833,9.526,9.155,9.497,9.497,6.563,6.574,5.197
15.069,10.833,9.526,9.155,9.497,9.497,6.563,6.574,5.197,11.725
10.833,9.526,9.155,9.497,9.497,6.563,6.574,5.197,11.725,10.903
9.526,9.155,9.497,9.497,6.563,6.574,5.197,11.725,10.903,7.13
9.155,9.497,9.497,6.563,6.574,5.197,11.725,10.903,7.13,7.13
9.497,9.497,6.563,6.574,5.197,11.725,10.903,7.13,7.13,6.586
9.497,6.563,6.574,5.197,11.725,10.903,7.13,7.13,6.586,7.766
6.563,6.574,5.197,11.725,10.903,7.13,7.13,6.586,7.766,7.975
6.574,5.197,11.725,10.903,7.13,7.13,6.586,7.766,7.975,8.715
5.197,11.725,10.903,7.13,7.13,6.586,7.766,7.975,8.715,8.634
11.725,10.903,7.13,7.13,6.586,7.766,7.975,8.715,8.634,10.417
10.903,7.13,7.13,6.586,7.766,7.975,8.715,8.634,10.417,10.095
7.13,7.13,6.586,7.766,7.975,8.715,8.634,10.417,10.095,14.326
7.13,6.586,7.766,7.975,8.715,8.634,10.417,10.095,14.326,8.586
6.586,7.766,7.975,8.715,8.634,10.417,10.095,14.326,8.586,11.12
7.766,7.975,8.715,8.634,10.417,10.095,14.326,8.586,11.12,11.944
7.975,8.715,8.634,10.417,10.095,14.326,8.586,11.12,11.944,14.845
8.715,8.634,10.417,10.095,14.326,8.586,11.12,11.944,14.845,15.907
8.634,10.417,10.095,14.326,8.586,11.12,11.944,14.845,15.907,13.634
10.417,10.095,14.326,8.586,11.12,11.944,14.845,15.907,13.634,12.847
10.095,14.326,8.586,11.12,11.944,14.845,15.907,13.634,12.847,15.37
14.326,8.586,11.12,11.944,14.845,15.907,13.634,12.847,15.37,11.13
8.586,11.12,11.944,14.845,15.907,13.634,12.847,15.37,11.13,12.35
11.12,11.944,14.845,15.907,13.634,12.847,15.37,11.13,12.35,13.213
11.944,14.845,15.907,13.634,12.847,15.37,11.13,12.35,13.213,19.414
14.845,15.907,13.634,12.847,15.37,11.13,12.35,13.213,19.414,16.595
15.907,13.634,12.847,15.37,11.13,12.35,13.213,19.414,16.595,12.505
13.634,12.847,15.37,11.13,12.35,13.213,19.414,16.595,12.505,14.299
12.847,15.37,11.13,12.35,13.213,19.414,16.595,12.505,14.299,14.519
15.37,11.13,12.35,13.213,19.414,16.595,12.505,14.299,14.519,13.148
11.13,12.35,13.213,19.414,16.595,12.505,14.299,14.519,13.148,13.977
12.35,13.213,19.414,16.595,12.505,14.299,14.519,13.148,13.977,14.85
13.213,19.414,16.595,12.505,14.299,14.519,13.148,13.977,14.85,13.651
19.414,16.595,12.505,14.299,14.519,13.148,13.977,14.85,13.651,12.69
16.595,12.505,14.299,14.519,13.148,13.977,14.85,13.651,12.69,11.37
12.505,14.299,14.519,13.148,13.977,14.85,13.651,12.69,11.37,10.468
14.299,14.519,13.148,13.977,14.85,13.651,12.69,11.37,10.468,12.743
14.519,13.148,13.977,14.85,13.651,12.69,11.37,10.468,12.743,12.634
13.148,13.977,14.85,13.651,12.69,11.37,10.468,12.743,12.634,13.59
13.977,14.85,13.651,12.69,11.37,10.468,12.743,12.634,13.59,13.118
14.85,13.651,12.69,11.37,10.468,12.743,12.634,13.59,13.118,12.111
13.651,12.69,11.37,10.468,12.743,12.634,13.59,13.118,12.111,12.528
12.69,11.37,10.468,12.743,12.634,13.59,13.118,12.111,12.528,11.394
11.37,10.468,12.743,12.634,13.59,13.118,12.111,12.528,11.394,9.243
10.468,12.743,12.634,13.59,13.118,12.111,12.528,11.394,9.243,12.107
12.743,12.634,13.59,13.118,12.111,12.528,11.394,9.243,12.107,11.884
12.634,13.59,13.118,12.111,12.528,11.394,9.243,12.107,11.884,10.655
13.59,13.118,12.111,12.528,11.394,9.243,12.107,11.884,10.655,12.326
13.118,12.111,12.528,11.394,9.243,12.107,11.884,10.655,12.326,11.516
12.111,12.528,11.394,9.243,12.107,11.884,10.655,12.326,11.516,10.613
12.528,11.394,9.243,12.107,11.884,10.655,12.326,11.516,10.613,11.296
11.394,9.243,12.107,11.884,10.655,12.326,11.516,10.613,11.296,11.667
9.243,12.107,11.884,10.655,12.326,11.516,10.613,11.296,11.667,14.917
12.107,11.884,10.655,12.326,11.516,10.613,11.296,11.667,14.917,13.252
11.884,10.655,12.326,11.516,10.613,11.296,11.667,14.917,13.252,21.725
10.655,12.326,11.516,10.613,11.296,11.667,14.917,13.252,21.725,23.472
12.326,11.516,10.613,11.296,11.667,14.917,13.252,21.725,23.472,26.326
11.516,10.613,11.296,11.667,14.917,13.252,21.725,23.472,26.326,20.556
10.613,11.296,11.667,14.917,13.252,21.725,23.472,26.326,20.556,20.238
11.296,11.667,14.917,13.252,21.725,23.472,26.326,20.556,20.238,19.347
11.667,14.917,13.252,21.725,23.472,26.326,20.556,20.238,19.347,20.667
14.917,13.252,21.725,23.472,26.326,20.556,20.238,19.347,20.667,15.528
13.252,21.725,23.472,26.326,20.556,20.238,19.347,20.667,15.528,14.255
21.725,23.472,26.326,20.556,20.238,19.347,20.667,15.528,14.255,13.479
23.472,26.326,20.556,20.238,19.347,20.667,15.528,14.255,13.479,15.398
26.326,20.556,20.238,19.347,20.667,15.528,14.255,13.479,15.398,16.296
20.556,20.238,19.347,20.667,15.528,14.255,13.479,15.398,16.296,17.109
20.238,19.347,20.667,15.528,14.255,13.479,15.398,16.296,17.109,14.613
19.347,20.667,15.528,14.255,13.479,15.398,16.296,17.109,14.613,15.076
20.667,15.528,14.255,13.479,15.398,16.296,17.109,14.613,15.076,15.412
15.528,14.255,13.479,15.398,16.296,17.109,14.613,15.076,15.412,14.289
14.255,13.479,15.398,16.296,17.109,14.613,15.076,15.412,14.289,13.87
13.479,15.398,16.296,17.109,14.613,15.076,15.412,14.289,13.87,14.977
15.398,16.296,17.109,14.613,15.076,15.412,14.289,13.87,14.977,16.495
16.296,17.109,14.613,15.076,15.412,14.289,13.87,14.977,16.495,13.155
17.109,14.613,15.076,15.412,14.289,13.87,14.977,16.495,13.155,12.171
14.613,15.076,15.412,14.289,13.87,14.977,16.495,13.155,12.171,13.792
15.076,15.412,14.289,13.87,14.977,16.495,13.155,12.171,13.792,13.514
15.412,14.289,13.87,14.977,16.495,13.155,12.171,13.792,13.514,14.31
14.289,13.87,14.977,16.495,13.155,12.171,13.792,13.514,14.31,14.12
13.87,14.977,16.495,13.155,12.171,13.792,13.514,14.31,14.12,15.257
14.977,16.495,13.155,12.171,13.792,13.514,14.31,14.12,15.257,12.333
16.495,13.155,12.171,13.792,13.514,14.31,14.12,15.257,12.333,14.995
13.155,12.171,13.792,13.514,14.31,14.12,15.257,12.333,14.995,13.213
12.171,13.792,13.514,14.31,14.12,15.257,12.333,14.995,13.213,15.47
13.792,13.514,14.31,14.12,15.257,12.333,14.995,13.213,15.47,15.155
13.514,14.31,14.12,15.257,12.333,14.995,13.213,15.47,15.155,21.921
14.31,14.12,15.257,12.333,14.995,13.213,15.47,15.155,21.921,26.831
14.12,15.257,12.333,14.995,13.213,15.47,15.155,21.921,26.831,33.201
15.257,12.333,14.995,13.213,15.47,15.155,21.921,26.831,33.201,34.069
12.333,14.995,13.213,15.47,15.155,21.921,26.831,33.201,34.069,35.377
14.995,13.213,15.47,15.155,21.921,26.831,33.201,34.069,35.377,30.447
13.213,15.47,15.155,21.921,26.831,33.201,34.069,35.377,30.447,23.396
15.47,15.155,21.921,26.831,33.201,34.069,35.377,30.447,23.396,21.273
15.155,21.921,26.831,33.201,34.069,35.377,30.447,23.396,21.273,22.097
21.921,26.831,33.201,34.069,35.377,30.447,23.396,21.273,22.097,20.699
26.831,33.201,34.069,35.377,30.447,23.396,21.273,22.097,20.699,18.188
33.201,34.069,35.377,30.447,23.396,21.273,22.097,20.699,18.188,19.449
34.069,35.377,30.447,23.396,21.273,22.097,20.699,18.188,19.449,15.676
35.377,30.447,23.396,21.273,22.097,20.699,18.188,19.449,15.676,18.625
30.447,23.396,21.273,22.097,20.699,18.188,19.449,15.676,18.625,18.796
23.396,21.273,22.097,20.699,18.188,19.449,15.676,18.625,18.796,24.667
21.273,22.097,20.699,18.188,19.449,15.676,18.625,18.796,24.667,33.979
22.097,20.699,18.188,19.449,15.676,18.625,18.796,24.667,33.979,35.988
20.699,18.188,19.449,15.676,18.625,18.796,24.667,33.979,35.988,34.083
18.188,19.449,15.676,18.625,18.796,24.667,33.979,35.988,34.083,27.146
19.449,15.676,18.625,18.796,24.667,33.979,35.988,34.083,27.146,23.312
15.676,18.625,18.796,24.667,33.979,35.988,34.083,27.146,23.312,22.209
18.625,18.796,24.667,33.979,35.988,34.083,27.146,23.312,22.209,22.7
18.796,24.667,33.979,35.988,34.083,27.146,23.312,22.209,22.7,22.4
24.667,33.979,35.988,34.083,27.146,23.312,22.209,22.7,22.4,20.734
33.979,35.988,34.083,27.146,23.312,22.209,22.7,22.4,20.734,22.838
35.988,34.083,27.146,23.312,22.209,22.7,22.4,20.734,22.838,25.439
34.083,27.146,23.312,22.209,22.7,22.4,20.734,22.838,25.439,24.7
27.146,23.312,22.209,22.7,22.4,20.734,22.838,25.439,24.7,26.582
23.312,22.209,22.7,22.4,20.734,22.838,25.439,24.7,26.582,27.641
22.209,22.7,22.4,20.734,22.838,25.439,24.7,26.582,27.641,27.713
22.7,22.4,20.734,22.838,25.439,24.7,26.582,27.641,27.713,29.194
22.4,20.734,22.838,25.439,24.7,26.582,27.641,27.713,29.194,25.425
20.734,22.838,25.439,24.7,26.582,27.641,27.713,29.194,25.425,22.68
22.838,25.439,24.7,26.582,27.641,27.713,29.194,25.425,22.68,18.846
25.439,24.7,26.582,27.641,27.713,29.194,25.425,22.68,18.846,17.367
24.7,26.582,27.641,27.713,29.194,25.425,22.68,18.846,17.367,14.886
26.582,27.641,27.713,29.194,25.425,22.68,18.846,17.367,14.886,17.398
27.641,27.713,29.194,25.425,22.68,18.846,17.367,14.886,17.398,47.628
27.713,29.194,25.425,22.68,18.846,17.367,14.886,17.398,47.628,60.541
29.194,25.425,22.68,18.846,17.367,14.886,17.398,47.628,60.541,56.584
25.425,22.68,18.846,17.367,14.886,17.398,47.628,60.541,56.584,47.256
22.68,18.846,17.367,14.886,17.398,47.628,60.541,56.584,47.256,38.869
18.846,17.367,14.886,17.398,47.628,60.541,56.584,47.256,38.869,33.376
17.367,14.886,17.398,47.628,60.541,56.584,47.256,38.869,33.376,22.962
14.886,17.398,47.628,60.541,56.584,47.256,38.869,33.376,22.962,21.305
17.398,47.628,60.541,56.584,47.256,38.869,33.376,22.962,21.305,20.908
47.628,60.541,56.584,47.256,38.869,33.376,22.962,21.305,20.908,32.052
60.541,56.584,47.256,38.869,33.376,22.962,21.305,20.908,32.052,32.904
56.584,47.256,38.869,33.376,22.962,21.305,20.908,32.052,32.904,39.674
47.256,38.869,33.376,22.962,21.305,20.908,32.052,32.904,39.674,86.274
38.869,33.376,22.962,21.305,20.908,32.052,32.904,39.674,86.274,156.668
33.376,22.962,21.305,20.908,32.052,32.904,39.674,86.274,156.668,174.406
22.962,21.305,20.908,32.052,32.904,39.674,86.274,156.668,174.406,150.437
21.305,20.908,32.052,32.904,39.674,86.274,156.668,174.406,150.437,123.5
20.908,32.052,32.904,39.674,86.274,156.668,174.406,150.437,123.5,112.116
32.052,32.904,39.674,86.274,156.668,174.406,150.437,123.5,112.116,109.565
32.904,39.674,86.274,156.668,174.406,150.437,123.5,112.116,109.565,104.92
39.674,86.274,156.668,174.406,150.437,123.5,112.116,109.565,104.92,89.906
86.274,156.668,174.406,150.437,123.5,112.116,109.565,104.92,89.906,89.068
156.668,174.406,150.437,123.5,112.116,109.565,104.92,89.906,89.068,105.687
174.406,150.437,123.5,112.116,109.565,104.92,89.906,89.068,105.687,95.649
150.437,123.5,112.116,109.565,104.92,89.906,89.068,105.687,95.649,84.611
123.5,112.116,109.565,104.92,89.906,89.068,105.687,95.649,84.611,68.362
112.116,109.565,104.92,89.906,89.068,105.687,95.649,84.611,68.362,62.646
109.565,104.92,89.906,89.068,105.687,95.649,84.611,68.362,62.646,58.882
104.92,89.906,89.068,105.687,95.649,84.611,68.362,62.646,58.882,55.894
89.906,89.068,105.687,95.649,84.611,68.362,62.646,58.882,55.894,66.15
89.068,105.687,95.649,84.611,68.362,62.646,58.882,55.894,66.15,67.499
105.687,95.649,84.611,68.362,62.646,58.882,55.894,66.15,67.499,55.368
95.649,84.611,68.362,62.646,58.882,55.894,66.15,67.499,55.368,52.64
84.611,68.362,62.646,58.882,55.894,66.15,67.499,55.368,52.64,52.61
68.362,62.646,58.882,55.894,66.15,67.499,55.368,52.64,52.61,47.722
62.646,58.882,55.894,66.15,67.499,55.368,52.64,52.61,47.722,48.97
58.882,55.894,66.15,67.499,55.368,52.64,52.61,47.722,48.97,52.028
55.894,66.15,67.499,55.368,52.64,52.61,47.722,48.97,52.028,44.058
66.15,67.499,55.368,52.64,52.61,47.722,48.97,52.028,44.058,75.291
67.499,55.368,52.64,52.61,47.722,48.97,52.028,44.058,75.291,87.918
55.368,52.64,52.61,47.722,48.97,52.028,44.058,75.291,87.918,79.118
52.64,52.61,47.722,48.97,52.028,44.058,75.291,87.918,79.118,75.278
52.61,47.722,48.97,52.028,44.058,75.291,87.918,79.118,75.278,67.567
47.722,48.97,52.028,44.058,75.291,87.918,79.118,75.278,67.567,82.95
48.97,52.028,44.058,75.291,87.918,79.118,75.278,67.567,82.95,84.259
52.028,44.058,75.291,87.918,79.118,75.278,67.567,82.95,84.259,88.324
44.058,75.291,87.918,79.118,75.278,67.567,82.95,84.259,88.324,92.668
75.291,87.918,79.118,75.278,67.567,82.95,84.259,88.324,92.668,86.464
87.918,79.118,75.278,67.567,82.95,84.259,88.324,92.668,86.464,79.063
79.118,75.278,67.567,82.95,84.259,88.324,92.668,86.464,79.063,66.448
75.278,67.567,82.95,84.259,88.324,92.668,86.464,79.063,66.448,90.313
67.567,82.95,84.259,88.324,92.668,86.464,79.063,66.448,90.313,211.081
82.95,84.259,88.324,92.668,86.464,79.063,66.448,90.313,211.081,246.445
84.259,88.324,92.668,86.464,79.063,66.448,90.313,211.081,246.445,228.361
88.324,92.668,86.464,79.063,66.448,90.313,211.081,246.445,228.361,211.625
92.668,86.464,79.063,66.448,90.313,211.081,246.445,228.361,211.625,169.581
86.464,79.063,66.448,90.313,211.081,246.445,228.361,211.625,169.581,158.253
79.063,66.448,90.313,211.081,246.445,228.361,211.625,169.581,158.253,193.893
66.448,90.313,211.081,246.445,228.361,211.625,169.581,158.253,193.893,171.31
90.313,211.081,246.445,228.361,211.625,169.581,158.253,193.893,171.31,217.9
211.081,246.445,228.361,211.625,169.581,158.253,193.893,171.31,217.9,212.304
246.445,228.361,211.625,169.581,158.253,193.893,171.31,217.9,212.304,177.097
228.361,211.625,169.581,158.253,193.893,171.31,217.9,212.304,177.097,143.225
211.625,169.581,158.253,193.893,171.31,217.9,212.304,177.097,143.225,110.936
169.581,158.253,193.893,171.31,217.9,212.304,177.097,143.225,110.936,88.473
158.253,193.893,171.31,217.9,212.304,177.097,143.225,110.936,88.473,81.942
193.893,171.31,217.9,212.304,177.097,143.225,110.936,88.473,81.942,93.585
171.31,217.9,212.304,177.097,143.225,110.936,88.473,81.942,93.585,99.149
217.9,212.304,177.097,143.225,110.936,88.473,81.942,93.585,99.149,94.453
212.304,177.097,143.225,110.936,88.473,81.942,93.585,99.149,94.453,91.959
177.097,143.225,110.936,88.473,81.942,93.585,99.149,94.453,91.959,86.636
143.225,110.936,88.473,81.942,93.585,99.149,94.453,91.959,86.636,79.278
110.936,88.473,81.942,93.585,99.149,94.453,91.959,86.636,79.278,151.286
88.473,81.942,93.585,99.149,94.453,91.959,86.636,79.278,151.286,145.894
81.942,93.585,99.149,94.453,91.959,86.636,79.278,151.286,145.894,118.426
93.585,99.149,94.453,91.959,86.636,79.278,151.286,145.894,118.426,96.217
99.149,94.453,91.959,86.636,79.278,151.286,145.894,118.426,96.217,85.747
94.453,91.959,86.636,79.278,151.286,145.894,118.426,96.217,85.747,76.111
91.959,86.636,79.278,151.286,145.894,118.426,96.217,85.747,76.111,72.999
86.636,79.278,151.286,145.894,118.426,96.217,85.747,76.111,72.999,60.613
79.278,151.286,145.894,118.426,96.217,85.747,76.111,72.999,60.613,57.461
151.286,145.894,118.426,96.217,85.747,76.111,72.999,60.613,57.461,53.44
145.894,118.426,96.217,85.747,76.111,72.999,60.613,57.461,53.44,51.7
118.426,96.217,85.747,76.111,72.999,60.613,57.461,53.44,51.7,47.4
96.217,85.747,76.111,72.999,60.613,57.461,53.44,51.7,47.4,46.727
85.747,76.111,72.999,60.613,57.461,53.44,51.7,47.4,46.727,47.216
76.111,72.999,60.613,57.461,53.44,51.7,47.4,46.727,47.216,45.153
72.999,60.613,57.461,53.44,51.7,47.4,46.727,47.216,45.153,44.947
60.613,57.461,53.44,51.7,47.4,46.727,47.216,45.153,44.947,47.846
57.461,53.44,51.7,47.4,46.727,47.216,45.153,44.947,47.846,44.186
53.44,51.7,47.4,46.727,47.216,45.153,44.947,47.846,44.186,42.269
51.7,47.4,46.727,47.216,45.153,44.947,47.846,44.186,42.269,43.861
47.4,46.727,47.216,45.153,44.947,47.846,44.186,42.269,43.861,42.215
46.727,47.216,45.153,44.947,47.846,44.186,42.269,43.861,42.215,39.108
47.216,45.153,44.947,47.846,44.186,42.269,43.861,42.215,39.108,37.815
45.153,44.947,47.846,44.186,42.269,43.861,42.215,39.108,37.815,34.036
44.947,47.846,44.186,42.269,43.861,42.215,39.108,37.815,34.036,32.243
47.846,44.186,42.269,43.861,42.215,39.108,37.815,34.036,32.243,30.672
44.186,42.269,43.861,42.215,39.108,37.815,34.036,32.243,30.672,28.458
42.269,43.861,42.215,39.108,37.815,34.036,32.243,30.672,28.458,29.424
43.861,42.215,39.108,37.815,34.036,32.243,30.672,28.458,29.424,26.801
42.215,39.108,37.815,34.036,32.243,30.672,28.458,29.424,26.801,26.856
39.108,37.815,34.036,32.243,30.672,28.458,29.424,26.801,26.856,23.904
37.815,34.036,32.243,30.672,28.458,29.424,26.801,26.856,23.904,24.103
34.036,32.243,30.672,28.458,29.424,26.801,26.856,23.904,24.103,26.053
32.243,30.672,28.458,29.424,26.801,26.856,23.904,24.103,26.053,20.36
30.672,28.458,29.424,26.801,26.856,23.904,24.103,26.053,20.36,22.17
28.458,29.424,26.801,26.856,23.904,24.103,26.053,20.36,22.17,20.92
29.424,26.801,26.856,23.904,24.103,26.053,20.36,22.17,20.92,19.605
26.801,26.856,23.904,24.103,26.053,20.36,22.17,20.92,19.605,16.575
26.856,23.904,24.103,26.053,20.36,22.17,20.92,19.605,16.575,18.105
23.904,24.103,26.053,20.36,22.17,20.92,19.605,16.575,18.105,15.814
24.103,26.053,20.36,22.17,20.92,19.605,16.575,18.105,15.814,18.869
26.053,20.36,22.17,20.92,19.605,16.575,18.105,15.814,18.869,17.855
20.36,22.17,20.92,19.605,16.575,18.105,15.814,18.869,17.855,14.83
22.17,20.92,19.605,16.575,18.105,15.814,18.869,17.855,14.83,15.059
20.92,19.605,16.575,18.105,15.814,18.869,17.855,14.83,15.059,14.663
19.605,16.575,18.105,15.814,18.869,17.855,14.83,15.059,14.663,12.054
16.575,18.105,15.814,18.869,17.855,14.83,15.059,14.663,12.054,12.234
18.105,15.814,18.869,17.855,14.83,15.059,14.663,12.054,12.234,12.428
15.814,18.869,17.855,14.83,15.059,14.663,12.054,12.234,12.428,12.663
18.869,17.855,14.83,15.059,14.663,12.054,12.234,12.428,12.663,13.963
17.855,14.83,15.059,14.663,12.054,12.234,12.428,12.663,13.963,12.422
14.83,15.059,14.663,12.054,12.234,12.428,12.663,13.963,12.422,13.736
15.059,14.663,12.054,12.234,12.428,12.663,13.963,12.422,13.736,15.413
14.663,12.054,12.234,12.428,12.663,13.963,12.422,13.736,15.413,16.928
12.054,12.234,12.428,12.663,13.963,12.422,13.736,15.413,16.928,15.665
12.234,12.428,12.663,13.963,12.422,13.736,15.413,16.928,15.665,15.593
12.428,12.663,13.963,12.422,13.736,15.413,16.928,15.665,15.593,12.434
12.663,13.963,12.422,13.736,15.413,16.928,15.665,15.593,12.434,11.521
13.963,12.422,13.736,15.413,16.928,15.665,15.593,12.434,11.521,13.545
12.422,13.736,15.413,16.928,15.665,15.593,12.434,11.521,13.545,12.996
13.736,15.413,16.928,15.665,15.593,12.434,11.521,13.545,12.996,11.436
15.413,16.928,15.665,15.593,12.434,11.521,13.545,12.996,11.436,12.961
16.928,15.665,15.593,12.434,11.521,13.545,12.996,11.436,12.961,11.654
15.665,15.593,12.434,11.521,13.545,12.996,11.436,12.961,11.654,12.964
15.593,12.434,11.521,13.545,12.996,11.436,12.961,11.654,12.964,11.432
12.434,11.521,13.545,12.996,11.436,12.961,11.654,12.964,11.432,10.246
11.521,13.545,12.996,11.436,12.961,11.654,12.964,11.432,10.246,9.731
13.545,12.996,11.436,12.961,11.654,12.964,11.432,10.246,9.731,14.242
12.996,11.436,12.961,11.654,12.964,11.432,10.246,9.731,14.242,17.14
11.436,12.961,11.654,12.964,11.432,10.246,9.731,14.242,17.14,14.576
12.961,11.654,12.964,11.432,10.246,9.731,14.242,17.14,14.576,16.257
11.654,12.964,11.432,10.246,9.731,14.242,17.14,14.576,16.257,13.739
12.964,11.432,10.246,9.731,14.242,17.14,14.576,16.257,13.739,15.992
11.432,10.246,9.731,14.242,17.14,14.576,16.257,13.739,15.992,21.939
10.246,9.731,14.242,17.14,14.576,16.257,13.739,15.992,21.939,23.543
9.731,14.242,17.14,14.576,16.257,13.739,15.992,21.939,23.543,17.5
14.242,17.14,14.576,16.257,13.739,15.992,21.939,23.543,17.5,17.4
17.14,14.576,16.257,13.739,15.992,21.939,23.543,17.5,17.4,16.893
14.576,16.257,13.739,15.992,21.939,23.543,17.5,17.4,16.893,14.05
16.257,13.739,15.992,21.939,23.543,17.5,17.4,16.893,14.05,11.229
13.739,15.992,21.939,23.543,17.5,17.4,16.893,14.05,11.229,12.553
15.992,21.939,23.543,17.5,17.4,16.893,14.05,11.229,12.553,8.487
21.939,23.543,17.5,17.4,16.893,14.05,11.229,12.553,8.487,8.117
23.543,17.5,17.4,16.893,14.05,11.229,12.553,8.487,8.117,6.96
17.5,17.4,16.893,14.05,11.229,12.553,8.487,8.117,6.96,8.331
17.4,16.893,14.05,11.229,12.553,8.487,8.117,6.96,8.331,7.002
16.893,14.05,11.229,12.553,8.487,8.117,6.96,8.331,7.002,6.886
14.05,11.229,12.553,8.487,8.117,6.96,8.331,7.002,6.886,6.841
11.229,12.553,8.487,8.117,6.96,8.331,7.002,6.886,6.841,9.384
12.553,8.487,8.117,6.96,8.331,7.002,6.886,6.841,9.384,5.908
8.487,8.117,6.96,8.331,7.002,6.886,6.841,9.384,5.908,7.063
8.117,6.96,8.331,7.002,6.886,6.841,9.384,5.908,7.063,5.582
6.96,8.331,7.002,6.886,6.841,9.384,5.908,7.063,5.582,7.181
8.331,7.002,6.886,6.841,9.384,5.908,7.063,5.582,7.181,6.22
7.002,6.886,6.841,9.384,5.908,7.063,5.582,7.181,6.22,7.736
6.886,6.841,9.384,5.908,7.063,5.582,7.181,6.22,7.736,9.472
6.841,9.384,5.908,7.063,5.582,7.181,6.22,7.736,9.472,17.019
9.384,5.908,7.063,5.582,7.181,6.22,7.736,9.472,17.019,6.66
5.908,7.063,5.582,7.181,6.22,7.736,9.472,17.019,6.66,10.109
7.063,5.582,7.181,6.22,7.736,9.472,17.019,6.66,10.109,9.426
5.582,7.181,6.22,7.736,9.472,17.019,6.66,10.109,9.426,12.863
7.181,6.22,7.736,9.472,17.019,6.66,10.109,9.426,12.863,13.245
6.22,7.736,9.472,17.019,6.66,10.109,9.426,12.863,13.245,11.776
7.736,9.472,17.019,6.66,10.109,9.426,12.863,13.245,11.776,11.22
